t(s),roll(rad),pitch(rad),yaw(rad),roll(deg),pitch(deg),yaw(deg)
554228.5008865000,0.0055364977,-0.0112444328,0.1937663629,0.3172179534,-0.6442585431,11.1019948086
554229.5009045000,0.0055239934,-0.0112071925,0.1786357733,0.3165015076,-0.6421248282,10.2350758810
554230.5009225000,0.0055180246,-0.0111955502,0.2223504075,0.3161595221,-0.6414577764,12.7397399230
554231.5009405001,0.0055364936,-0.0112563397,0.2160558631,0.3172177148,-0.6449407558,12.3790890947
554232.5009585000,0.0055117973,-0.0111772729,0.2358728449,0.3158027243,-0.6404105624,13.5145185162
554233.5009765000,0.0055178137,-0.0112136539,0.1946011009,0.3161474383,-0.6424950396,11.1498217699
554234.5009945000,0.0054692425,-0.0111956466,0.2304414834,0.3133645140,-0.6414633001,13.2033244233
554235.5010125000,0.0055181257,-0.0111826845,0.2044244779,0.3161653151,-0.6407206280,11.7126598133
554236.5010305000,0.0054690149,-0.0111953794,0.1995900458,0.3133514710,-0.6414479871,11.4356672550
554237.5010485000,0.0055301978,-0.0112070956,0.2048635226,0.3168569919,-0.6421192767,11.7378152216
554238.5010675000,0.0054445975,-0.0111826191,0.2317732612,0.3119524574,-0.6407168758,13.2796296681
554239.5010855000,0.0054631140,-0.0111947698,0.2110786854,0.3130133771,-0.6414130601,12.0939178161
554240.5011035000,0.0055056983,-0.0111948575,0.2104301243,0.3154532762,-0.6414180862,12.0567580057
554241.5011215000,0.0055060678,-0.0111834129,0.2184930698,0.3154744451,-0.6407623571,12.5187307503
554242.5011394999,0.0055299369,-0.0112132883,0.1986643038,0.3168420446,-0.6424740926,11.3826261486
554243.5011575000,0.0054751970,-0.0111953020,0.2391837452,0.3137056789,-0.6414435552,13.7042191301
554244.5011755000,0.0054996000,-0.0111892168,0.2174361094,0.3151038715,-0.6410948958,12.4581713822
554245.5011935000,0.0055056379,-0.0111954728,0.1941100673,0.3154498152,-0.6414533400,11.1216876170
554246.5012115000,0.0054811446,-0.0112074789,0.2223442057,0.3140464530,-0.6421412376,12.7393845835
554247.5012300001,0.0055058699,-0.0112016749,0.1979788242,0.3154631093,-0.6418086950,11.3433510596
554248.5012485000,0.0055181713,-0.0112196699,0.1983329846,0.3161679244,-0.6428397323,11.3636429581
554249.5012660000,0.0054933699,-0.0111649930,0.1924424698,0.3147469109,-0.6397069792,11.0261413166
554250.5012840000,0.0055240034,-0.0111894680,0.2449189432,0.3165020793,-0.6411092939,14.0328217666
554251.5013020000,0.0055362744,-0.0112322406,0.2003427491,0.3172051590,-0.6435599834,11.4787939813
554252.5013200000,0.0054936156,-0.0111952959,0.2063841835,0.3147609893,-0.6414432080,11.8249426737
554253.5013379999,0.0055057413,-0.0111772300,0.1972899671,0.3154557394,-0.6404081081,11.3038824529
554254.5013560000,0.0055423510,-0.0112258670,0.1940779211,0.3175533192,-0.6431948016,11.1198457744
554255.5013740000,0.0055486803,-0.0112012327,0.1884686727,0.3179159655,-0.6417833586,10.7984595134
554256.5013920000,0.0055118424,-0.0112199246,0.2112059213,0.3158053044,-0.6428543267,12.1012078994
554257.5014110000,0.0054995096,-0.0111954012,0.2125400687,0.3150986883,-0.6414492395,12.1776489116
554258.5014289999,0.0055120333,-0.0111771956,0.2092976330,0.3158162428,-0.6404061352,11.9918710336
554259.5014470000,0.0054572595,-0.0111831624,0.2261386217,0.3126779386,-0.6407480073,12.9567886091
554260.5014650000,0.0055360616,-0.0112255291,0.2152926704,0.3171929675,-0.6431754412,12.3353613749
554261.5014830000,0.0055119874,-0.0112014800,0.2090516827,0.3158136148,-0.6417975297,11.9777791176
554262.5015010000,0.0055239942,-0.0112444379,0.2303803811,0.3165015516,-0.6442588349,13.1998235204
554263.5015190000,0.0054996817,-0.0111953955,0.2022532349,0.3151085474,-0.6414489137,11.5882567518
554264.5015370001,0.0055242803,-0.0112199777,0.2058865823,0.3165179441,-0.6428573696,11.7964322233
554265.5015550000,0.0054934439,-0.0112016407,0.1813023212,0.3147511503,-0.6418067384,10.3878578208
554266.5015730000,0.0054939044,-0.0111767781,0.1886094537,0.3147775347,-0.6403822118,10.8065256709
554267.5015920000,0.0054814415,-0.0111892826,0.2063738513,0.3140634648,-0.6410986676,11.8243506836
554268.5016095000,0.0055178658,-0.0112376809,0.1909860164,0.3161504202,-0.6438716871,10.9426926842
554269.5016274999,0.0055057542,-0.0112321495,0.2135343423,0.3154564769,-0.6435547633,12.2346165931
554270.5016460000,0.0054568263,-0.0111953622,0.1893260179,0.3126531188,-0.6414470054,10.8475817767
554271.5016640000,0.0055303270,-0.0111894165,0.2047785019,0.3168643954,-0.6411063434,11.7329438947
554272.5016820000,0.0054992973,-0.0112200906,0.1873457865,0.3150865263,-0.6428638378,10.7341228778
554273.5017000000,0.0054996149,-0.0111771847,0.2149004987,0.3151047240,-0.6404055090,12.3128915931
554274.5017180000,0.0055057901,-0.0112137663,0.2151948271,0.3154585346,-0.6425014829,12.3297553655
554275.5017359999,0.0055427149,-0.0111645729,0.2074083920,0.3175741735,-0.6396829090,11.8836254984
554276.5017540000,0.0055180878,-0.0112136156,0.2008003082,0.3161631444,-0.6424928445,11.5050101849
554277.5017730000,0.0055300640,-0.0111834339,0.2163592567,0.3168493254,-0.6407635613,12.3964722693
554278.5017905000,0.0055485666,-0.0111772745,0.2208445263,0.3179094458,-0.6404106568,12.6534592829
554279.5018090000,0.0055121015,-0.0111773571,0.1932362597,0.3158201507,-0.6404153904,11.0716221281
554280.5018269999,0.0055175748,-0.0111896311,0.2035584204,0.3161337483,-0.6411186372,11.6630383752
554281.5018450000,0.0055246390,-0.0112013714,0.2400298615,0.3165384957,-0.6417913061,13.7526980187
554282.5018630000,0.0054936042,-0.0112445573,0.2287855355,0.3147603327,-0.6442656750,13.1084456005
554283.5018810000,0.0055179419,-0.0112628719,0.2165726971,0.3161547833,-0.6453150247,12.4087015034
554284.5018990000,0.0055119756,-0.0111953322,0.2169986694,0.3158129398,-0.6414452862,12.4331079166
554285.5019170000,0.0055367658,-0.0112504989,0.2034812659,0.3172333107,-0.6446061067,11.6586177478
554286.5019350001,0.0055299742,-0.0111708710,0.2093435902,0.3168441812,-0.6400437594,11.9945041860
554287.5019540000,0.0054754619,-0.0112135642,0.1867760262,0.3137208586,-0.6424899027,10.7014780141
554288.5019720000,0.0055119420,-0.0112013292,0.1919552455,0.3158110114,-0.6417888872,10.9982254213
554289.5019900000,0.0054936731,-0.0112136404,0.2137858936,0.3147642802,-0.6424942650,12.2490294254
554290.5020080000,0.0054999934,-0.0112257177,0.2241027277,0.3151264096,-0.6431862454,12.8401404771
554291.5020260001,0.0055118885,-0.0111650956,0.2161202899,0.3158079506,-0.6397128558,12.3827804786
554292.5020440000,0.0055303488,-0.0112440059,0.2095296084,0.3168656462,-0.6442340811,12.0051622457
554293.5020620000,0.0055239755,-0.0111957448,0.1935736922,0.3165004835,-0.6414689274,11.0909555873
554294.5020800000,0.0055244589,-0.0112133184,0.2123361585,0.3165281791,-0.6424758172,12.1659657193
554295.5020980000,0.0055301219,-0.0112139811,0.2215968864,0.3168526471,-0.6425137894,12.6965663462
554296.5021160000,0.0055119330,-0.0112197144,0.2300740977,0.3158104970,-0.6428422849,13.1822747734
554297.5021350000,0.0055121600,-0.0112137234,0.1929616374,0.3158235032,-0.6424990241,11.0558874299
554298.5021540000,0.0055304201,-0.0111954677,0.1780863237,0.3168697326,-0.6414530514,10.2035947362
554299.5021710000,0.0055240420,-0.0112260191,0.2089774219,0.3165042944,-0.6432035134,11.9735242876
554300.5021890000,0.0054876522,-0.0112071853,0.2107164052,0.3144193097,-0.6421244177,12.0731606899
554301.5022070000,0.0055423198,-0.0112078911,0.2232590410,0.3175515332,-0.6421648548,12.7918007887
554302.5022249999,0.0055364030,-0.0111893024,0.2060022663,0.3172125239,-0.6410998040,11.8030604315
554303.5022430000,0.0054691783,-0.0112257694,0.1971981447,0.3133608337,-0.6431892067,11.2986214207
554304.5022610000,0.0054938034,-0.0112015274,0.2001170780,0.3147717504,-0.6418002465,11.4658639767
554305.5022790000,0.0054992876,-0.0112319117,0.1964616172,0.3150859723,-0.6435411371,11.2564215035
554306.5022970000,0.0055306078,-0.0111896551,0.1746489305,0.3168804869,-0.6411200138,10.0066466132
554307.5023159999,0.0055242684,-0.0112435318,0.2078752782,0.3165172660,-0.6442069165,11.9103761052
554308.5023340000,0.0054995698,-0.0112015552,0.1978919032,0.3151021399,-0.6418018361,11.3383708553
554309.5023520000,0.0054995896,-0.0111832102,0.2191005547,0.3151032736,-0.6407507443,12.5535370747
554310.5023700000,0.0055306233,-0.0111952746,0.2200761049,0.3168813726,-0.6414419840,12.6094319827
554311.5023880000,0.0054993364,-0.0111774281,0.2062696007,0.3150887661,-0.6404194560,11.8183775624
554312.5024060000,0.0055059194,-0.0111829897,0.2147041444,0.3154659443,-0.6407381138,12.3016413185
554313.5024240001,0.0055179192,-0.0112136703,0.1925622709,0.3161534841,-0.6424959802,11.0330054133
554314.5024420000,0.0055059794,-0.0111830758,0.2132195397,0.3154693826,-0.6407430444,12.2165797363
554315.5024600000,0.0055057493,-0.0112259958,0.1847871915,0.3154561953,-0.6432021785,10.5875261833
554316.5024790000,0.0055182820,-0.0111954199,0.2043753521,0.3161742685,-0.6414503092,11.7098451091
554317.4999970000,0.0054931430,-0.0111960860,0.1957094406,0.3147339083,-0.6414884746,11.2133249550
554318.4975155001,0.0054938752,-0.0111888102,0.2213775300,0.3147758640,-0.6410716043,12.6839981469
554319.4975335000,0.0055179998,-0.0111953557,0.2163460301,0.3161581026,-0.6414466311,12.3957144386
554320.4975515000,0.0054935747,-0.0112137272,0.2087921892,0.3147586447,-0.6424992432,11.9629112364
554321.4975695000,0.0054872283,-0.0112260932,0.2171151293,0.3143950238,-0.6432077610,12.4397805762
554322.4975875000,0.0055245080,-0.0111892766,0.2166528780,0.3165309918,-0.6410983274,12.4132955277
554323.4976055000,0.0054877197,-0.0112379596,0.2067367965,0.3144231798,-0.6438876564,11.8451459121
554324.4976234999,0.0055058495,-0.0112134154,0.2031501032,0.3154619366,-0.6424813745,11.6396435217
554325.4976415000,0.0055061164,-0.0112318282,0.2387235890,0.3154772320,-0.6435363534,13.6778541188
554326.4976595000,0.0054935708,-0.0111771684,0.2341769744,0.3147584208,-0.6404045787,13.4173522933
554327.4976775000,0.0055182701,-0.0112016425,0.2031185024,0.3161735895,-0.6418068397,11.6378329272
554328.4976965000,0.0055424991,-0.0112381089,0.1957014659,0.3175618047,-0.6438962113,11.2128680379
554329.4977144999,0.0055181949,-0.0112259523,0.2534385027,0.3161692811,-0.6431996865,14.5209565712
554330.4977325000,0.0054814323,-0.0112563385,0.2123336295,0.3140629382,-0.6449406865,12.1658208201
554331.4977505000,0.0055181919,-0.0112075314,0.2220590321,0.3161691056,-0.6421442475,12.7230453400
554332.4977685000,0.0054879585,-0.0112008797,0.2227637193,0.3144368617,-0.6417631313,12.7634209459
554333.4977865000,0.0055059410,-0.0111892996,0.2093246118,0.3154671813,-0.6410996440,11.9934168033
554334.4978045000,0.0054752981,-0.0112012882,0.2371625936,0.3137114709,-0.6417865364,13.5884156697
554335.4978225001,0.0055117907,-0.0112020083,0.2151817469,0.3158023428,-0.6418277952,12.3290059264
554336.4978405000,0.0055239923,-0.0112202058,0.2310309693,0.3165014472,-0.6428704378,13.2370994755
554337.4978585000,0.0055119670,-0.0111773851,0.2081399848,0.3158124483,-0.6404169935,11.9255426778
554338.4978770000,0.0055061085,-0.0111763635,0.2082378416,0.3154767770,-0.6403584587,11.9311494609
554339.4978955000,0.0055058303,-0.0112259861,0.2080627702,0.3154608383,-0.6432016262,11.9211186064
554340.4979135001,0.0055179152,-0.0111833043,0.2130952443,0.3161532526,-0.6407561360,12.2094581301
554341.4979315000,0.0054999200,-0.0111891915,0.1865357687,0.3151222051,-0.6410934506,10.6877122738
554342.4979495000,0.0055058044,-0.0112261112,0.2186510821,0.3154593568,-0.6432087931,12.5277841887
554343.4979675000,0.0054752810,-0.0112254556,0.1905402699,0.3137104905,-0.6431712304,10.9171532897
554344.4979855000,0.0055060519,-0.0112013168,0.1983449624,0.3154735375,-0.6417881776,11.3643292359
554345.4980035000,0.0055180697,-0.0111771219,0.2101874741,0.3161621054,-0.6404019115,12.0428551738
554346.4980215000,0.0054998059,-0.0111891110,0.2330889193,0.3151156663,-0.6410888340,13.3550113298
554347.4980395000,0.0055180505,-0.0112077760,0.1830251024,0.3161610040,-0.6421582613,10.4865659152
554348.4980585000,0.0055364255,-0.0111894366,0.2096545295,0.3172138158,-0.6411074917,12.0123196935
554349.4980765000,0.0054813970,-0.0112317915,0.2032716766,0.3140609134,-0.6435342503,11.6466091631
554350.4980945000,0.0054878850,-0.0112078007,0.1844164450,0.3144326464,-0.6421596790,10.5662839695
554351.4981124999,0.0054996605,-0.0112501904,0.2310956133,0.3151073335,-0.6445884261,13.2408033073
554352.4981305000,0.0054874022,-0.0112140685,0.2305531856,0.3144049845,-0.6425187986,13.2097244865
554353.4981485000,0.0054569295,-0.0112016736,0.2006849348,0.3126590309,-0.6418086230,11.4983997774
554354.4981665000,0.0055182453,-0.0111896777,0.2272460141,0.3161721649,-0.6411213061,13.0202375194
554355.4981850000,0.0055179315,-0.0111834152,0.2029451483,0.3161541885,-0.6407624903,11.6279004719
554356.4982024999,0.0054996687,-0.0112018067,0.2304918733,0.3151078027,-0.6418162484,13.2062115542
554357.4982205000,0.0054999979,-0.0112379943,0.1831201737,0.3151266677,-0.6438896463,10.4920130972
554358.4982395000,0.0055423989,-0.0112387141,0.1930182642,0.3175560629,-0.6439308852,11.0591319051
554359.4982575000,0.0055120136,-0.0112382610,0.2004330609,0.3158151136,-0.6439049251,11.4839684667
554360.4982755000,0.0055241488,-0.0112200372,0.2006563102,0.3165104111,-0.6428607775,11.4967597053
554361.4982935000,0.0054873616,-0.0112443034,0.2037127966,0.3144026580,-0.6442511281,11.6718834805
554362.4983115001,0.0054998609,-0.0112075141,0.1989722108,0.3151188197,-0.6421432566,11.4002679194
554363.4983295000,0.0055302964,-0.0111955164,0.2195503972,0.3168626453,-0.6414558388,12.5793111498
554364.4983475000,0.0054817234,-0.0112007935,0.2182583671,0.3140796159,-0.6417581939,12.5052832757
554365.4983655000,0.0055243407,-0.0112013941,0.2071102983,0.3165214077,-0.6417926093,11.8665459863
554366.4983835000,0.0054995974,-0.0111892454,0.1844971353,0.3151037224,-0.6410965360,10.5709071863
554367.4984015001,0.0055180706,-0.0111831925,0.1981293041,0.3161621563,-0.6407497292,11.3519729242
554368.4984200000,0.0055119800,-0.0111955732,0.1689646223,0.3158131892,-0.6414590960,9.6809597476
554369.4984375000,0.0054811751,-0.0111647868,0.2057918315,0.3140482020,-0.6396951631,11.7910034027
554370.4984565000,0.0054874170,-0.0112016122,0.2441677408,0.3144058337,-0.6418051042,13.9897810424
554371.4984745000,0.0055121177,-0.0111888271,0.2083089354,0.3158210819,-0.6410725693,11.9352228318
554372.4984925000,0.0055790079,-0.0112140281,0.2084809570,0.3196536068,-0.6425164806,11.9450789461
554373.4985105000,0.0055241260,-0.0111650762,0.1877917492,0.3165091058,-0.6397117436,10.7596746544
554374.4985285000,0.0055180848,-0.0112320846,0.1788565730,0.3161629700,-0.6435510455,10.2477267710
554375.4985465000,0.0055120158,-0.0111953911,0.2230778046,0.3158152425,-0.6414486585,12.7814167049
554376.4985645000,0.0054872629,-0.0112076154,0.2069716776,0.3143970038,-0.6421490605,11.8586036059
554377.4985825000,0.0055122853,-0.0112069524,0.2008267937,0.3158306847,-0.6421110741,11.5065276910
554378.4986010001,0.0054996535,-0.0112016058,0.2163305431,0.3151069342,-0.6418047367,12.3948270970
554379.4986195000,0.0055301511,-0.0112444088,0.1915440332,0.3168543182,-0.6442571662,10.9746646943
554380.4986375000,0.0055061361,-0.0111890860,0.2264125273,0.3154783572,-0.6410874055,12.9724822420
554381.4986555000,0.0055180894,-0.0112075641,0.2295877456,0.3161632344,-0.6421461230,13.1544088530
554382.4986735000,0.0055487700,-0.0111715503,0.1985392913,0.3179211029,-0.6400826853,11.3754634592
554383.4986914999,0.0055239651,-0.0112439106,0.1816180567,0.3164998848,-0.6442286230,10.4059481322
554384.4987095001,0.0055060854,-0.0112255574,0.2242418463,0.3154754577,-0.6431770592,12.8481113859
554385.4987275000,0.0055243122,-0.0112319864,0.1981905159,0.3165197712,-0.6435454147,11.3554800984
554386.4987455000,0.0055362504,-0.0111957315,0.2199289604,0.3172037800,-0.6414681629,12.6010012240
554387.4987635000,0.0055055435,-0.0111832469,0.2036457688,0.3154444046,-0.6407528469,11.6680430703
554388.4987820000,0.0055242140,-0.0112203195,0.2315872165,0.3165141451,-0.6428769540,13.2689700944
554389.4988005001,0.0055117368,-0.0112196070,0.2143893735,0.3157992545,-0.6428361291,12.2836062766
554390.4988185000,0.0055183089,-0.0111705067,0.2380241400,0.3161758107,-0.6400228864,13.6377786414
554391.4988365000,0.0055119662,-0.0112076058,0.2050188466,0.3158124018,-0.6421485134,11.7467146312
554392.4988545000,0.0054690823,-0.0112197540,0.2000297066,0.3133553339,-0.6428445535,11.4608579628
554393.4988725000,0.0054814835,-0.0112196598,0.1987991966,0.3140658715,-0.6428391558,11.3903549386
554394.4988905001,0.0055298493,-0.0112077559,0.2022121669,0.3168370239,-0.6421571096,11.5859037315
554395.4989085000,0.0055178459,-0.0111832405,0.2187593413,0.3161492796,-0.6407524834,12.5339869874
554396.4989265000,0.0055063314,-0.0112320053,0.1992759117,0.3154895486,-0.6435464964,11.4176687018
554397.4989445000,0.0054996760,-0.0112134909,0.2086549820,0.3151082237,-0.6424856995,11.9550498439
554398.4989630000,0.0055361558,-0.0112323056,0.1975222014,0.3171983619,-0.6435637044,11.3171885024
554399.4989815000,0.0054998236,-0.0112076350,0.1873827897,0.3151166824,-0.6421501852,10.7362430033
554400.4989994999,0.0054996956,-0.0112260151,0.1718412117,0.3151093480,-0.6432032835,9.8457761757
554401.4990175000,0.0055361099,-0.0111953638,0.2155299911,0.3171957321,-0.6414470954,12.3489588509
554402.4990355000,0.0055183547,-0.0111832657,0.2101671714,0.3161784362,-0.6407539274,12.0416919132
554403.4990535000,0.0054939521,-0.0112006979,0.2129917361,0.3147802660,-0.6417527195,12.2035275483
554404.4990715000,0.0055302772,-0.0111771281,0.2223701954,0.3168615431,-0.6404022656,12.7408736831
554405.4990894999,0.0055301655,-0.0112077546,0.2113064516,0.3168551455,-0.6421570341,12.1069678589
554406.4991075000,0.0054935698,-0.0111832630,0.2330628289,0.3147583642,-0.6407537739,13.3535164557
554407.4991255000,0.0055178855,-0.0112445319,0.2141445037,0.3161515523,-0.6442642199,12.2695762675
554408.4991440000,0.0055179898,-0.0112262715,0.2145566311,0.3161575274,-0.6432179755,12.2931894261
554409.4991625000,0.0055177298,-0.0112202228,0.2404169743,0.3161426287,-0.6428714124,13.7748779485
554410.4991805000,0.0055063474,-0.0111829608,0.2039660461,0.3154904659,-0.6407364590,11.6863936040
554411.4991990000,0.0055304150,-0.0112198060,0.2137638980,0.3168694391,-0.6428475334,12.2477691694
554412.4992165000,0.0055361388,-0.0111590037,0.2045895736,0.3171973858,-0.6393638156,11.7221191001
554413.4992345000,0.0054816560,-0.0112012167,0.2335143906,0.3140757512,-0.6417824397,13.3793890367
554414.4992525000,0.0054932652,-0.0112261086,0.2273411592,0.3147409089,-0.6432086435,13.0256889344
554415.4992705000,0.0054936118,-0.0112202258,0.2051175756,0.3147607702,-0.6428715852,11.7523713831
554416.4992885001,0.0055059162,-0.0112008439,0.2039520607,0.3154657597,-0.6417610801,11.6855923018
554417.4993070000,0.0055240839,-0.0112077816,0.1897900727,0.3165066938,-0.6421585812,10.8741701618
